"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"1","Hello Cafe (Həˈlō Café)","","","Lot 2F-8, Polivel Subdivision, Maitim Second East, Tagaytay, Cavite","Thursday:[9 AM–9 PM],Friday:[9 AM–10 PM],Saturday:[9 AM–10 PM],Sunday:[9 AM–10 PM],Monday:[9 AM–9 PM],Tuesday:[9 AM–9 PM],Wednesday:[9 AM–9 PM]","https://www.google.com/maps?cid=5954809037851568490","113","Coffee shop","4.5","facebook.com"
"2","Kubli Café Bistro","","","4XVR+QFF, Santa Rosa - Tagaytay Rd, Tagaytay, Cavite","Thursday:[10 AM–2 AM],Friday:[10 AM–2 AM],Saturday:[10 AM–2 AM],Sunday:[10 AM–2 AM],Monday:[10 AM–2 AM],Tuesday:[10 AM–2 AM],Wednesday:[10 AM–2 AM]","https://www.google.com/maps?cid=10540300433153248408","223","Coffee shop","4.3","null"
"3","Facio Coffee & Cocktails","customerservice@hortzhotel.com,frontdesk@hortzhotel.com","09452758401","Hortz Hotels & Resorts, Emilio Aguinaldo Highway, Kaybagal South, Tagaytay, 4120 Metro Manila","Thursday:[6 AM–9 PM],Friday:[6 AM–11 PM],Saturday:[6 AM–11 PM],Sunday:[6 AM–9 PM],Monday:[6 AM–9 PM],Tuesday:[6 AM–9 PM],Wednesday:[6 AM–9 PM]","https://www.google.com/maps?cid=1809376131557324861","60","Cafe","4.5","hortzhotel.com"
"4","Sip n' Brew by Miara Café","","","Yakhua bldg, Tagaytay, Cavite","Thursday:[9 AM–10 PM],Friday:[9 AM–10 PM],Saturday:[8 AM–10 PM],Sunday:[8 AM–10 PM],Monday:[9 AM–10 PM],Tuesday:[9 AM–10 PM],Wednesday:[9 AM–10 PM]","https://www.google.com/maps?cid=5177688110509299359","122","Cafe","4.4","null"
"5","Kapeng Mainit Tagaytay","","09776090146","4W2W+XVG, Tagaytay, 4120 Cavite","Thursday:[8 AM–9 PM],Friday:[8 AM–9 PM],Saturday:[7 AM–9 PM],Sunday:[7 AM–9 PM],Monday:[8 AM–9 PM],Tuesday:[8 AM–9 PM],Wednesday:[8 AM–9 PM]","https://www.google.com/maps?cid=16740417622233307107","131","Cafe","4.7","facebook.com"
"6","Cafe Voi La Crosswinds","","09053314457","42P6+G9J, Tagaytay, Cavite","Thursday:[8 AM–8 PM],Friday:[8 AM–8 PM],Saturday:[8 AM–8 PM],Sunday:[8 AM–8 PM],Monday:[8 AM–8 PM],Tuesday:[8 AM–8 PM],Wednesday:[8 AM–8 PM]","https://www.google.com/maps?cid=12212809925696271063","1107","Cafe,Restaurant","4.3","null"
"7","Coffee and Dreams Cafe","","09275407163","1315 Emilio Aguinaldo Hwy, Silang Junction South, Tagaytay, 4120 Cavite","Thursday:[12 PM–2 AM],Friday:[12 PM–4 AM],Saturday:[12 PM–4 AM],Sunday:[12 PM–4 AM],Monday:[12 PM–2 AM],Tuesday:[12 PM–2 AM],Wednesday:[12 PM–2 AM]","https://www.google.com/maps?cid=16839865700266110092","151","Coffee shop,Cafe,Restaurant","4.6","null"
"8","Sarah’s Cafe Tagaytay","","09564855844","Km. 60 Santa Rosa - Tagaytay Rd, Tagaytay, Cavite","Thursday:[8 AM–10 PM],Friday:[8 AM–1 AM],Saturday:[8 AM–1 AM],Sunday:[8 AM–1 AM],Monday:[8 AM–10 PM],Tuesday:[8 AM–10 PM],Wednesday:[8 AM–10 PM]","https://www.google.com/maps?cid=3398544605242059133","8","Coffee shop","5","instagram.com"
"9","Cafe Tagaytay","","","Tagaytay, Cavite","Thursday:[9 AM–9:30 PM],Friday:[9 AM–10 PM],Saturday:[9 AM–10 PM],Sunday:[9 AM–9:30 PM],Monday:[9 AM–9:30 PM],Tuesday:[9 AM–9:30 PM],Wednesday:[9 AM–9:30 PM]","https://www.google.com/maps?cid=17895805871680624390","61","Coffee shop","2.4","facebook.com"
"10","Kape Mo-To Tagaytay","","09171796275","Tagaytay - Nasugbu Hwy, Kaybagal South, Tagaytay, 4120 Cavite","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Open 24 hours],Sunday:[Open 24 hours],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=4607583637697069178","143","Coffee shop","4.5","null"
