"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"1","SMJ Pawnshop-Molino 3, Bacoor Branch","","0468090326","9006 Avenida Rizal St. Molino III, Bacoor, Cavite","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Open 24 hours],Sunday:[Open 24 hours],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=5564281261211374051","null","Pawn shop","null","null"
"2","Jaro Pawnshop","","0464772932","0211 Molino Rd, Molino III, Bacoor, 4102 Cavite","","https://www.google.com/maps?cid=17413300184707253460","null","Pawn shop","null","null"
"3","Bacoor Pawnshop Inc. - Branch","","09196614718","Citihomes Subd. Molino IV, Bacoor, Cavite","","https://www.google.com/maps?cid=17600970137287718963","null","Pawn shop","null","null"
"4","Raquel Pawnshop - Bacoor","humanresource@raquelpawnshop.com","0464174941","393 San Nicolas III, Bacoor, Cavite","","https://www.google.com/maps?cid=7256013804042507519","null","Pawn shop","null","raquelpawnshop.com"
"5","G. Ochoa Realica Pawnshop","","0468721773","365 Avenida Rizal, Molino III, Bacoor, 4102 Cavite","","https://www.google.com/maps?cid=6223961564828569902","null","Pawn shop","null","null"
"6","Palawan Pawnshop","","09179281381","CX4H+42F, GSIS Road Corner Molino Road 3 Villa Maria Subd., Molino 3, Bacoor, 4102 Cavite","","https://www.google.com/maps?cid=15216542714372092238","5","Pawn shop","4.8","null"
"7","Esmo Pawnshop","","09235826924","9XQG+HXX, Molino Rd, Molino III, Bacoor, 4102 Cavite","","https://www.google.com/maps?cid=6555200969376057718","null","Pawn shop","null","null"
"8","Cebuana Lhuillier Pawnshop - Pag-asa 2","cebuanacares@pjlhuillier.com","09125587541","333 C Avenida Rizal St., Bahayang Pag-asa, Bacoor, 4102","Thursday:[8 AM–5 PM],Friday:[8 AM–5 PM],Saturday:[8 AM–5 PM],Sunday:[8 AM–5 PM],Monday:[8 AM–5 PM],Tuesday:[8 AM–5 PM],Wednesday:[8 AM–5 PM]","https://www.google.com/maps?cid=8830610829313965799","5","Pawn shop,Insurance agency,Jewelry buyer,Money transfer service,Savings bank","3.4","cebuanalhuillier.com"
"9","RA Jaro Pawnshop","","0465190992","9XQG+9XF, Molino Rd, Molino III, Bacoor, 4102 Cavite","","https://www.google.com/maps?cid=1794535402407982524","null","Pawn shop","null","null"
"10","M. B. Aguirre","","0468092863","Blk 4 - Lot 6, Allian's, GSIS Road Villa Maria Subdivision, Molino 3, Bacoor, 4102 Cavite","","https://www.google.com/maps?cid=12641890904381888044","1","Pawn shop","5","facebook.com"
"11","M Lhuillier Pag-Asa","","","2 Avenida Rizal, Molino III, Bacoor, Cavite","","https://www.google.com/maps?cid=3127036018032255832","1","Pawn shop","1","null"
"12","Maria Glicelda Vicente Pawnshop","","0468719071","9XRH+H2M, Mabuhay Mini Market, Molino Rd, Molino III, Bacoor, Cavite","","https://www.google.com/maps?cid=16812143566858413547","null","Pawn shop","null","null"
"13","Cebuana Lhuillier Pawnshop - LC Bacoor","cebuanacares@pjlhuillier.com","0464173717","PJL Building, Emilio Aguinaldo Highway, Talaba, Bacoor, 4102","Thursday:[8 AM–5 PM],Friday:[8 AM–5 PM],Saturday:[8 AM–5 PM],Sunday:[8 AM–5 PM],Monday:[8 AM–5 PM],Tuesday:[8 AM–5 PM],Wednesday:[8 AM–5 PM]","https://www.google.com/maps?cid=3715670352384091178","4","Pawn shop,Insurance agency,Jewelry buyer,Money transfer service,Savings bank","5","cebuanalhuillier.com"
"14","SMJ Pawnshop","","09237030402","Stall 128, 678 Terminal Express, Molino Blvd, Mambog 4, Bacoor, 4102 Cavite","","https://www.google.com/maps?cid=551705415202974187","1","Pawn shop","1","null"
"15","Palawan Pawnshop","","","CXW2+7PG, Tirona Hwy, Bacoor, Cavite","","https://www.google.com/maps?cid=674327292327164836","null","Pawn shop","null","null"
"16","Cebuana Lhuillier Pawnshop - Molino III","","0468955344","9XWH+Q4H, Cor. Bahayang Pagasa Subd. Molino III, Bacoor, Cavite","","https://www.google.com/maps?cid=18023191283778995865","null","Pawn shop","null","null"
"17","Cebuana Lhuillier Pawnshop - Celestino","cebuanacares@pjlhuillier.com","09291161292","Celestino Wet & Dry Market, Kaunlaran Subd., Molino 3, Bacoor, 4102","Thursday:[8 AM–5 PM],Friday:[8 AM–5 PM],Saturday:[8 AM–5 PM],Sunday:[8 AM–5 PM],Monday:[8 AM–5 PM],Tuesday:[8 AM–5 PM],Wednesday:[8 AM–5 PM]","https://www.google.com/maps?cid=10163606691388007747","4","Pawn shop,Insurance agency,Jewelry buyer,Money transfer service,Savings bank","3.5","cebuanalhuillier.com"
"18","CVM Pawnshop and Money Changer - Cavite 3","customercare@cvmpawnshops.com,hrdcvm@yahoo.com.","0464234317","UNIT A, 9012 GSIS Rd, Molino III, Bacoor, Cavite","Thursday:[8 AM–6 PM],Friday:[8 AM–6 PM],Saturday:[8 AM–6 PM],Sunday:[8 AM–4 PM],Monday:[8 AM–6 PM],Tuesday:[8 AM–6 PM],Wednesday:[8 AM–6 PM]","https://www.google.com/maps?cid=2897118152533354161","null","Pawn shop","null","cvmpawnshops.com"
"19","Cebuana Lhuillier Bayanan (Cavite)","","","4102 Molino Rd, Molino III, Bacoor, Cavite","","https://www.google.com/maps?cid=17368611920680288359","null","Pawn shop","null","null"
"20","Cebuana Lhuillier Pawnshop - Molino 3","cebuanacares@pjlhuillier.com","09120069179","BAHAYANG PAG-ASA, MOLINO 3, Bacoor, 4102 Cavite","Thursday:[8 AM–5 PM],Friday:[8 AM–5 PM],Saturday:[8 AM–5 PM],Sunday:[8 AM–5 PM],Monday:[8 AM–5 PM],Tuesday:[8 AM–5 PM],Wednesday:[8 AM–5 PM]","https://www.google.com/maps?cid=9638327515910951604","1","Pawn shop,Insurance agency,Jewelry buyer,Money transfer service,Savings bank","4","cebuanalhuillier.com"
