"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"1","General Mariano Alvarez Technical High School","","0464439890","688 Congressional Rd, Poblacion 1, General Mariano Alvarez, 4117 Cavite","Thursday:[8 AM–4 PM],Friday:[8 AM–4 PM],Saturday:[Closed],Sunday:[Closed],Monday:[8 AM–4 PM],Tuesday:[8 AM–4 PM],Wednesday:[8 AM–4 PM]","https://www.google.com/maps?cid=14893166072439757145","48","High school","4.2","null"
"2","Maranatha Christian Academy of GMA","","0465421142","72P2+725, Congressional Rd, General Mariano Alvarez, 4117 Cavite","","https://www.google.com/maps?cid=16943780078000666623","5","Religious school","4.6","null"
"3","Holy Family Academy Of GMA, Cavite","","0464604145","72X5+PR2, Congressional Rd, Poblacion 1, General Mariano Alvarez, 4117 Cavite","","https://www.google.com/maps?cid=13570237820425764435","2","Religious school","5","null"
"4","Area J Elementary School","","0466968842","72R2+6R5, J. Lumbreras General Mariano Alvarez Cavite, General Mariano Alvarez, Cavite","Thursday:[7 AM–5 PM],Friday:[7 AM–5 PM],Saturday:[Closed],Sunday:[Closed],Monday:[7 AM–5 PM],Tuesday:[7 AM–5 PM],Wednesday:[7 AM–5 PM]","https://www.google.com/maps?cid=13168689243691210328","9","Elementary school","4.1","null"
"5","Shekinah Learning School","","","Blk 11 Lot 30 San Jose, General Mariano Alvarez, Cavite","","https://www.google.com/maps?cid=15699829280593640658","12","School","4.3","null"
"6","Alta Tierra Integrated School, Inc.","","0464125137","Blk. 1, Lot 4, Alta Tierra Homes, Brgy. A, General Mariano Alvarez, Cavite","Thursday:[7 AM–4 PM],Friday:[7 AM–4 PM],Saturday:[Closed],Sunday:[Closed],Monday:[7 AM–4 PM],Tuesday:[7 AM–4 PM],Wednesday:[7 AM–4 PM]","https://www.google.com/maps?cid=9536554238285448657","null","School","null","facebook.com"
"7","Grace Baptist Christian School","","","72R3+29H, Congressional Rd, General Mariano Alvarez, Cavite","","https://www.google.com/maps?cid=7290696628318883881","2","Private educational institution","4.5","null"
"8","My Messiah School Of Cavite","","0465421169","72W4+HRR, Ignacio, Poblacion 1, General Mariano Alvarez, 4117 Cavite","","https://www.google.com/maps?cid=6405534221602438108","10","School","3.4","null"
"9","Paaralang Elementarya ng Bulihan (107937)","","0464604266","72M2+29X, Governor's Dr, San Gabriel, General Mariano Alvarez, 4117 Cavite","Thursday:[5 AM–6 PM],Friday:[5 AM–6 PM],Saturday:[Closed],Sunday:[Closed],Monday:[5 AM–6 PM],Tuesday:[5 AM–6 PM],Wednesday:[5 AM–6 PM]","https://www.google.com/maps?cid=10921400241320862510","3","Elementary school","5","null"
"10","Christian Grace School of Cavite","christiangraceschool@gmail.com,christiangraceshool@gmail.com","0464105901","CGS Building, Mindanao Ave, Brgy Maderan, General Mariano Alvarez, 4117 Cavite","Thursday:[7 AM–6 PM],Friday:[7 AM–6 PM],Saturday:[8 AM–4 PM],Sunday:[Closed],Monday:[7 AM–6 PM],Tuesday:[7 AM–6 PM],Wednesday:[7 AM–6 PM]","https://www.google.com/maps?cid=7250164988485072921","4","School,Elementary school,Senior high school","4","cgscavite.com"
