"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"1","Manresa School","","0288429918","C2QG+PHF, Bb. Ramona Tirona, Parañaque, 1720 Metro Manila","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Open 24 hours],Sunday:[Closed],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=14274927530959456772","46","Catholic school","4","manresaschool.edu.ph"
"2","Mary Immaculate School (Parañaque), Inc.","registrar@misp.edu.ph","09690382165","Sta Natividad, San Isidro, Parañaque, 1700 Metro Manila","Thursday:[8 AM–5 PM],Friday:[8 AM–5 PM],Saturday:[Closed],Sunday:[Closed],Monday:[8 AM–5 PM],Tuesday:[8 AM–5 PM],Wednesday:[8 AM–5 PM]","https://www.google.com/maps?cid=15698525740923697964","10","School","3.6","misp.edu.ph"
"3","St. Francis Academy of Parañaque Inc.","","0288266323","F29C+83H, Nstra Sra.De Lourdes, San Antonio, Parañaque, 1709 Metro Manila","","https://www.google.com/maps?cid=16648835818597350370","5","School","4.2","null"
"4","St. Theresa De Avila School of Paranaque or STAS","","","F287+Q45, Lopez, San Isidro, Parañaque, 1700 Metro Manila","","https://www.google.com/maps?cid=16045348668528836170","13","School","4.1","null"
"5","Pean Integrated School of Paranaque, Inc.","","0288364147","235 Aldrin, Parañaque, 1709 Metro Manila","Thursday:[8 AM–5 PM],Friday:[8 AM–5 PM],Saturday:[Closed],Sunday:[Closed],Monday:[8 AM–5 PM],Tuesday:[8 AM–5 PM],Wednesday:[8 AM–5 PM]","https://www.google.com/maps?cid=5553446777274562945","4","Educational institution,Occupational therapist,Special education school,Tutoring service","5","facebook.com"
"6","Parañaque National High School-Main","","","8155 Dr Arcadio Santos Ave, Parañaque, 1700 Metro Manila","","https://www.google.com/maps?cid=8585909267123664688","85","High school","4.6","null"
"7","Marymount Academy","","0288094486","F22G+75C, Jose Villaroman, Parañaque, 1700 Kalakhang Maynila","","https://www.google.com/maps?cid=16170179545574332205","19","School","3.7","facebook.com"
"8","St. Andrew's School","","0288262129","475 Quirino Ave, Parañaque, 1700 Metro Manila","Thursday:[6 AM–6 PM],Friday:[6 AM–6 PM],Saturday:[Closed],Sunday:[Closed],Monday:[6 AM–6 PM],Tuesday:[6 AM–6 PM],Wednesday:[6 AM–6 PM]","https://www.google.com/maps?cid=7471700063008775677","28","Parochial school","4.4","facebook.com"
"9","Parañaque Science High School","","0284789852","GX2V+7R4, Col.E.L.De Leon, Parañaque, Kalakhang Maynila","","https://www.google.com/maps?cid=13016658133193434135","16","High school","4.5","m.facebook.com"
"10","Holy Child Angels Learning School of Paranaque","","0288264380","19281 Sampaguita Street, Moonwalk , Better Living Subdivision , 1711 Paranaque City , Metro Manila","","https://www.google.com/maps?cid=15021383576942061280","3","School","5","null"
