"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"1","Harbor View Restaurant","","0287100060","South Dr, Ermita, Manila, 1000 Metro Manila","Thursday:[11 AM–10 PM],Friday:[11 AM–10 PM],Saturday:[11 AM–10 PM],Sunday:[11 AM–10 PM],Monday:[11 AM–10 PM],Tuesday:[11 AM–10 PM],Wednesday:[11 AM–10 PM]","https://www.google.com/maps?cid=10045198650654278773","2642","Restaurant","4.6","null"
"2","The Aristocrat Restaurant","","0285247671","432, 1004 San Andres St, Malate, Manila, 1004 Metro Manila","Thursday:[6 AM–2 AM],Friday:[6 AM–12 AM],Saturday:[6 AM–2 AM],Sunday:[6 AM–2 AM],Monday:[6 AM–2 AM],Tuesday:[6 AM–2 AM],Wednesday:[6 AM–2 AM]","https://www.google.com/maps?cid=5875472962688632724","4183","Filipino restaurant,Breakfast restaurant,Restaurant","4.3","aristocratph.com"
"3","Barbara's Heritage Restaurant","barbarasfoods20@gmail.com,barbarasfoods@yahoo.com","0285274083","Plaza San Luis Complex, General Luna St, Intramuros, Manila, 1002 Metro Manila","Thursday:[9 AM–9 PM],Friday:[9 AM–9 PM],Saturday:[9 AM–9 PM],Sunday:[9 AM–9 PM],Monday:[9 AM–9 PM],Tuesday:[9 AM–9 PM],Wednesday:[9 AM–9 PM]","https://www.google.com/maps?cid=972673187191618847","1205","Restaurant","4.5","barbaras.ph"
"4","Estoria Manila (Restaurant & Events Place)","people.airohospitality@gmail.com","09688622476","1125 Del Pilar St, Ermita, Manila, 1000 Metro Manila","Thursday:[6 AM–9 PM],Friday:[6 AM–10 PM],Saturday:[6 AM–9 PM],Sunday:[6 AM–9 PM],Monday:[6 AM–9 PM],Tuesday:[6 AM–9 PM],Wednesday:[6 AM–9 PM]","https://www.google.com/maps?cid=324010283736244680","54","Restaurant,Event venue","4.5","estoriamanila.com"
"5","Ilustrado Restaurant","","0285272345","two-way, Cabildo Street Temporary Entrance & Exit to Ilustrado is along, Cabildo St, Intramuros, Manila, 1002","Thursday:[8 AM–10 PM],Friday:[8 AM–10 PM],Saturday:[8 AM–10 PM],Sunday:[9 AM–6 PM],Monday:[8 AM–10 PM],Tuesday:[8 AM–10 PM],Wednesday:[8 AM–10 PM]","https://www.google.com/maps?cid=11140228277153132712","3155","Filipino restaurant,Cafe,Caterer,Event venue,Garden,Restaurant,Wedding venue","4.8","facebook.com"
"6","The Aristocrat Restaurant - Robinsons Place Manila","","0285233923","Pedro Gil St, Ermita, Manila, 1000 Metro Manila","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=11175842711610523399","1208","Filipino restaurant,Restaurant","4.6","null"
"7","Raffaele Woodfired Pizza, The Bayleaf Hotel","tbi-inquiry@thebayleaf.com.ph,tbc-inquiry@thebayleaf.com.ph,tbc-careers@thebayleaf.com.ph","0253185000","The Bayleaf Intramuros, 1002 Muralla St, Intramuros, Manila, Metro Manila","Thursday:[11 AM–11 PM],Friday:[11 AM–11 PM],Saturday:[3–11 PM],Sunday:[3–11 PM],Monday:[Closed],Tuesday:[11 AM–11 PM],Wednesday:[11 AM–11 PM]","https://www.google.com/maps?cid=951091118632144715","158","Italian restaurant,Pizza restaurant","4.7","thebayleaf.com.ph"
"8","Cafe Ilang-Ilang","info@themanilahotel.com,resvn@themanilahotel.com","0285270011","Manila Hotel, 1 Rizal Park, Ermita, Manila, 0913 Metro Manila","Thursday:[6–10 AM],Friday:[6–10 AM],Saturday:[6–10 AM],Sunday:[6–10 AM],Monday:[6–10 AM],Tuesday:[6–10 AM],Wednesday:[6–10 AM]","https://www.google.com/maps?cid=16698749909634107903","1172","Buffet restaurant","4.6","manila-hotel.com.ph"
"9","Bistro Remedios","","0285239153","1911 Adriatico St, Malate, Manila, 1004 Metro Manila","Thursday:[11 AM–3 PM],Friday:[11 AM–3 PM],Saturday:[11 AM–3 PM],Sunday:[11 AM–3 PM],Monday:[11 AM–3 PM],Tuesday:[11 AM–3 PM],Wednesday:[11 AM–3 PM]","https://www.google.com/maps?cid=15112413520219900995","1456","Filipino restaurant","4.8","null"
"10","The Aristocrat Restaurant - SM Manila","","0285216035","Concepcion cor. Arroceros and San Miguel Sts, Ermita, Manila","Thursday:[9 AM–10 PM],Friday:[9 AM–10 PM],Saturday:[9 AM–10 PM],Sunday:[9 AM–10 PM],Monday:[9 AM–10 PM],Tuesday:[9 AM–10 PM],Wednesday:[9 AM–10 PM]","https://www.google.com/maps?cid=17512531737862538583","93","Filipino restaurant,Restaurant","4.3","delivery.aristocratph.com"
