"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"1","Sultana Ysabella Hotel and Event Inc.","","09109307973","L4 Alabang–Zapote Rd, TALON 1, Las Piñas, 1747 Metro Manila","","https://www.google.com/maps?cid=17886661434041228278","86","Hotel","4.1","facebook.com"
"2","Eurotel Las Pinas","","09226032149","Alabang–Zapote Rd, Almanza Uno, Las Piñas, 1748 Metro Manila","","https://www.google.com/maps?cid=1273599837999968199","681","Hotel","3.6","eurotel-hotel.com"
"3","Hotel Dream World Las Pinas","","0285523828","Calle Verde, Almanza Uno, Las Piñas, Metro Manila","","https://www.google.com/maps?cid=12830388344276806947","317","Hotel,Motel","3.7","null"
"4","The Excelsior Hotel","20info@theexcelsiorhotel.com.ph,info@theexcelsiorhotel.com.ph","09190968355","1345 Alabang–Zapote Rd, Almanza Uno, Las Piñas, 1750 Metro Manila","","https://www.google.com/maps?cid=1342956804865368328","164","Hotel","4","theexcelsiorhotel.com.ph"
"5","Suite Dreams Hometel","","09167927883","12 CAA Rd, Las Piñas, 1747 Metro Manila","","https://www.google.com/maps?cid=5664534667798138140","5","Hotel","2.4","null"
"6","RedDoorz @ CAA Road Las Pinas","","0282498745","12 CAA Rd, Las Piñas, 1747 Metro Manila","","https://www.google.com/maps?cid=15791561014680747626","1","Hotel","5","null"
"7","RedDoorz Near Christ the King Medical Center","","0282498745","San Isidro Pamplona Uno Subdivision, Rpad Apartments, 23, 1 E Trinidad, Las Piñas, 1740","","https://www.google.com/maps?cid=3364752005730935403","17","Hotel","3.2","reddoorz.com"
"8","Victoria Court Las Pinas","","09176258571","Admiral, Talon, Las Piñas, 1747 Metro Manila","","https://www.google.com/maps?cid=9471997645349070139","143","Motel,Bed & breakfast,Hotel,Lodge,Love hotel","4.2","victoriacourt.com"
"9","RedDoorz Plus near Bamboo Organ Las Piñas - Accredited Quarantine Hotel","","0282498745","Diego Cera Ave, Las Piñas, 1742 Metro Manila","","https://www.google.com/maps?cid=6438083721416708752","104","Townhouse complex,Motel","4.4","reddoorz.com"
"10","Islas 8817 Guesthouse","islas8817@hotmail.co.jp","09369884122","8817 st, valley 2,, San Juan, San Antonio, Parañaque, Metro Manila","","https://www.google.com/maps?cid=16059150166844593731","18","Guest house","3","islas8817.jimdo.com"
"11","RedDoorz @ Malibu Room BF International Las Pinas","","09388012100","Ext, 35 Rio de Janeiro, Las Piñas, 1740 Metro Manila","","https://www.google.com/maps?cid=5111260371269082027","null","Hotel","null","null"
"12","Mella Hotel","reservations@mellahotels.com","0288828181","Villar Sipag, C5 Extension Road, Las Piñas, 1742 Metro Manila","","https://www.google.com/maps?cid=7864895606619093237","482","Hotel","4.5","mellahotel.com"
"13","OYO 1030 AI Hotel","","0285488234","Lot 15, Block 59 Alabang–Zapote Rd, Las Piñas, 1400 Metro Manila","","https://www.google.com/maps?cid=4033473011805525354","null","Hotel","null","oyorooms.com"
"14","RedDoorz Premium @ Paseo Verde Las Pinas","","0282498745","Tower 2, Unit 310, Paseo Verde Condominium, Diego Cera Ave, 1, Las Piñas, 1742","","https://www.google.com/maps?cid=3938831558515330471","2","Hotel","4.5","reddoorz.com"
"15","Hotel Sogo - Molino","","0465099667","Emilio Aguinaldo, cor Bacoor Blvd, Bacoor, Cavite","","https://www.google.com/maps?cid=11851249997177162867","199","Hotel","4","null"
"16","Hotel Sogo - Bacoor, Cavite","","0465029200","FRC, 4th, Kalinisan, Bacoor, 4102 Cavite","","https://www.google.com/maps?cid=18138166509593269885","317","Hotel","4.1","hotelsogo.com"
"17","Hop Inn Hotel Alabang","","0282961464","Lot 2 Block 4 Phase 3, Market Street, Madrigal Business Park, Ayala Alabang, Muntinlupa, 1780 Metro Manila","","https://www.google.com/maps?cid=16786085624908601016","735","Hotel","4.3","hopinnhotel.com"
"18","OYO 830 My Balai","","0285488234","38 F. Ocampo Ave, Las Piñas, Metro Manila","","https://www.google.com/maps?cid=1039444470839444396","27","Hotel","3.8","oyorooms.com"
"19","OYO 805 La Belladoza","","0285488234","Road 6B, UPS 5 - Area 2, Paranaque, Southern Manila, 1720 Mindanao, Parañaque, 1720 Metro Manila","","https://www.google.com/maps?cid=15475257104431870543","67","Hotel","4.2","oyorooms.com"
"20","Cuarto Verde Staycation","","09155086979","Real street Cor C5 Extension, Las Piñas, 1742 Metro Manila","","https://www.google.com/maps?cid=13937834829472859374","17","Hotel","4.9","null"
