"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"1","De Venezia Café","","09496229575","BF Resort Village, B14 L4 Piazza De Venecia, Las Piñas, 1747 Metro Manila","Thursday:[11 AM–10 PM],Friday:[11 AM–10 PM],Saturday:[11 AM–10 PM],Sunday:[11 AM–10 PM],Monday:[11 AM–10 PM],Tuesday:[11 AM–10 PM],Wednesday:[11 AM–10 PM]","https://www.google.com/maps?cid=7260353241760004333","96","Coffee shop,Cafe","4.5","null"
"2","Kat's Café","","09157155287","B.F. Resort, Abel Nosce, corner Via Del Immaculata, village, Las Piñas, Metro Manila","Thursday:[2–10 PM],Friday:[9 AM–10 PM],Saturday:[9 AM–10 PM],Sunday:[9 AM–10 PM],Monday:[2–10 PM],Tuesday:[2–10 PM],Wednesday:[2–10 PM]","https://www.google.com/maps?cid=12387014013497422549","174","Cafe","4.6","m.facebook.com"
"3","Cassalu","","0288388227","262 Alabang–Zapote Rd, Talon Uno, Las Piñas, 1747 Metro Manila","Thursday:[8 AM–9 PM],Friday:[8 AM–9 PM],Saturday:[8 AM–9 PM],Sunday:[8 AM–9 PM],Monday:[8 AM–9 PM],Tuesday:[8 AM–9 PM],Wednesday:[8 AM–9 PM]","https://www.google.com/maps?cid=4020644748950034408","212","Cafe,Restaurant","4.4","null"
"4","Cafè Singko","","09209823206","Unit L, MJ Square Building, BF Resort Drive, BF Resort Village, Las Piñas, 1747 Metro Manila","Thursday:[9 AM–8 PM],Friday:[9 AM–8 PM],Saturday:[9 AM–9 PM],Sunday:[Closed],Monday:[9 AM–8 PM],Tuesday:[9 AM–8 PM],Wednesday:[9 AM–8 PM]","https://www.google.com/maps?cid=8241541874692167246","37","Coffee shop","5","null"
"5","Ori Cafe","","","Woodlane Events Place, Talon Uno, Las Piñas, 1747 Metro Manila","Thursday:[11 AM–9 PM],Friday:[11 AM–9 PM],Saturday:[11 AM–9 PM],Sunday:[11 AM–9 PM],Monday:[11 AM–9 PM],Tuesday:[11 AM–9 PM],Wednesday:[11 AM–9 PM]","https://www.google.com/maps?cid=1710678026949807022","3","Coffee shop","5","null"
"6","Cup of Joy","","09173008438","CXPR+W22, BF Resort Dr, Las Piñas, 1747 Metro Manila","Thursday:[11 AM–9 PM],Friday:[11 AM–9 PM],Saturday:[11 AM–9 PM],Sunday:[11 AM–9 PM],Monday:[11 AM–9 PM],Tuesday:[11 AM–9 PM],Wednesday:[11 AM–9 PM]","https://www.google.com/maps?cid=5734507203983715011","41","Cafe,Bistro","4.6","null"
"7","Cafe Cuore","","","CXPQ+JWG, BF Resort Dr, Las Piñas, 1747 Metro Manila","Thursday:[11:30 AM–10 PM],Friday:[11:30 AM–10 PM],Saturday:[11:30 AM–10 PM],Sunday:[11:30 AM–10 PM],Monday:[11:30 AM–10 PM],Tuesday:[11:30 AM–10 PM],Wednesday:[11:30 AM–10 PM]","https://www.google.com/maps?cid=15008427766043272177","9","Coffee shop","4.7","null"
"8","Izu Koffee","","09171090157","JEE Village Center, Vatican Drive Corner, Aventine Hills Street, BF Resort Dr, Village, Las Piñas, 1742 Metro Manila","Thursday:[7 AM–8:30 PM],Friday:[7 AM–8:30 PM],Saturday:[7 AM–9 PM],Sunday:[7 AM–9 PM],Monday:[7 AM–8:30 PM],Tuesday:[7 AM–8:30 PM],Wednesday:[7 AM–8:30 PM]","https://www.google.com/maps?cid=9506771841171160404","113","Coffee shop","4.6","instagram.com"
"9","Coffee Project - Vista Mall Las Piñas","coffeeprojectofficial@gmail.com","09424052413","FX2H+9FH, Las Piñas, Metro Manila","Thursday:[7 AM–12 AM],Friday:[7 AM–10 PM],Saturday:[7 AM–10 PM],Sunday:[7 AM–10 PM],Monday:[7 AM–12 AM],Tuesday:[7 AM–12 AM],Wednesday:[7 AM–12 AM]","https://www.google.com/maps?cid=3013756988180059017","476","Coffee shop,Breakfast restaurant","4.4","coffeeproject.com.ph"
"10","TheeHive Cafe","","09294252829","Angelica building, Las Piñas, Kalakhang Maynila","Thursday:[8 AM–11 PM],Friday:[8 AM–11 PM],Saturday:[8 AM–11 PM],Sunday:[8 AM–11 PM],Monday:[8 AM–11 PM],Tuesday:[8 AM–11 PM],Wednesday:[8 AM–11 PM]","https://www.google.com/maps?cid=10649640844248714744","14","Cafe","4.8","null"
"11","Sugar Cafe Las Pinas","","09614179877","L8-1, Unit C Crispina Ave, Las Piñas, 1740 Metro Manila","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=11496938315455123644","null","Coffee shop","null","facebook.com"
"12","Momento Coffee Bar","","","123 Diego Cera Ave, Las Piñas, 1740 Metro Manila","Thursday:[10:30 AM–8:30 PM],Friday:[10:30 AM–8:30 PM],Saturday:[12–8:30 PM],Sunday:[12–8:30 PM],Monday:[10:30 AM–8:30 PM],Tuesday:[10:30 AM–8:30 PM],Wednesday:[10:30 AM–8:30 PM]","https://www.google.com/maps?cid=4432296659329266759","72","Coffee shop","4.8","facebook.com"
"13","Sweet Heart's Cafe","","09399223239","Unit 203, Lexicor Building, Alabang–Zapote Rd, Almanza 1, Las Piñas, 1745 Metro Manila","Thursday:[11 AM–2 AM],Friday:[11 AM–3 AM],Saturday:[11 AM–3 AM],Sunday:[11 AM–2 AM],Monday:[11 AM–2 AM],Tuesday:[11 AM–2 AM],Wednesday:[11 AM–2 AM]","https://www.google.com/maps?cid=10646700582791057904","6","Coffee shop","5","facebook.com"
"14","Cafe Baratie - URCI, Las Piñas","","09667893096","Bldg. 23 Unit 02, URCI, 1740 Alabang–Zapote Rd, Las Piñas, Metro Manila","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–9 PM],Sunday:[Closed],Monday:[10 AM–9 PM],Tuesday:[10 AM–9 PM],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=6223508040070801349","null","Cafe","null","facebook.com"
"15","Cuppa Coffee","","09955215289","479 Tropical Ave, Las Piñas, Metro Manila","Thursday:[8 AM–10 PM],Friday:[8 AM–10 PM],Saturday:[8 AM–10 PM],Sunday:[8 AM–10 PM],Monday:[8 AM–10 PM],Tuesday:[8 AM–10 PM],Wednesday:[8 AM–10 PM]","https://www.google.com/maps?cid=7573013399598100649","56","Coffee shop","4.6","utak.io"
"16","Breward Cafe","","","FX2H+3H9, CV Starr Ave, Las Piñas, Metro Manila","Thursday:[10 AM–12 AM],Friday:[10 AM–12 AM],Saturday:[10 AM–12 AM],Sunday:[10 AM–12 AM],Monday:[10 AM–12 AM],Tuesday:[10 AM–12 AM],Wednesday:[10 AM–12 AM]","https://www.google.com/maps?cid=3496798791830827207","1","Cafe","5","null"
"17","ELEAZAR'S","","09676501072","B1 L10 Governor A. Licaros Avenue, BF Resort Dr, Village, Las Piñas, 1740 Metro Manila","Thursday:[8 AM–12 AM],Friday:[8 AM–12 AM],Saturday:[7 AM–12 AM],Sunday:[7 AM–12 AM],Monday:[8 AM–12 AM],Tuesday:[8 AM–12 AM],Wednesday:[8 AM–12 AM]","https://www.google.com/maps?cid=7118407614386960199","26","Coffee shop,Restaurant","4.3","null"
"18","BRUNCH cafe","","09209440977","UNIT 17-2 LERSIE APARTMENT ARIA ST, Sta. Cecilia Rd, Las Piñas, 1747 Metro Manila","Thursday:[10 AM–8:30 PM],Friday:[10 AM–8:30 PM],Saturday:[10 AM–8:30 PM],Sunday:[Closed],Monday:[10 AM–8:30 PM],Tuesday:[10 AM–8:30 PM],Wednesday:[10 AM–8:30 PM]","https://www.google.com/maps?cid=15009912720474998480","13","Cafe,Coffee shop","4.5","null"
"19","8 by the Street Café - Naga Road","","09274044494","Naga Rd, Las Piñas, 1742 Metro Manila","Thursday:[1–10 PM],Friday:[1–10 PM],Saturday:[1–10 PM],Sunday:[1–10 PM],Monday:[Closed],Tuesday:[1–10 PM],Wednesday:[1–10 PM]","https://www.google.com/maps?cid=13722663153024767723","23","Coffee shop","4.4","null"
"20","xc café","","09688985646","Subdivision, Unit 3 28 Doña Manuela Ave Corner Cadena De Amor st, Dona Manuela, Las Piñas, 1740 Metro Manila","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=7029712962280381637","8","Coffee shop","4.9","null"
