"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"1","Rmés Salon","","0464170303","9 Tirona Hwy, Bacoor, 4102 Cavite","Thursday:[9 AM–7 PM],Friday:[9 AM–7 PM],Saturday:[9 AM–7 PM],Sunday:[9 AM–7 PM],Monday:[9 AM–7 PM],Tuesday:[9 AM–7 PM],Wednesday:[9 AM–7 PM]","https://www.google.com/maps?cid=10626531677504987534","29","Beauty salon","4.4","null"
"2","Dennis Agaton Beauty Salon Bacoor branch","","09287735568","Blk 2, Lot 6 Narra Ave, Bacoor, Cavite","","https://www.google.com/maps?cid=11888014532402671888","8","Beauty salon","5","null"
"3","F Salon & Body Spa","","09291557609","9XPG+4W9, 1st Ave St. Molino Rd Citihomes Subd, Molino 4, Bacoor, 4102 Cavite","","https://www.google.com/maps?cid=5093080769358898446","33","Beauty salon,Spa","3.3","null"
"4","HAIRMANOS Y' HAIRMANAS SALON BACOOR AGUINALDO HIWAY ( MAIN BRANCH )","","09214444445","Km17, EMILIO AGUINALDO HIWAY Panapaan, Emilio Aguinaldo Hwy, Bacoor, 4102 Cavite","Thursday:[9 AM–8 PM],Friday:[9 AM–8 PM],Saturday:[9 AM–8 PM],Sunday:[9 AM–8 PM],Monday:[9 AM–8 PM],Tuesday:[9 AM–8 PM],Wednesday:[9 AM–8 PM]","https://www.google.com/maps?cid=10048732811823596155","8","Hair salon","5","null"
"5","Beauty Habits","","09613047362","CXGF+CVW, Bacoor, Cavite","Thursday:[12–9 PM],Friday:[12–9 PM],Saturday:[11 AM–9 PM],Sunday:[11 AM–9 PM],Monday:[12–9 PM],Tuesday:[12–9 PM],Wednesday:[12–9 PM]","https://www.google.com/maps?cid=3732279666616179924","18","Nail salon","4.9","null"
"6","Lay Bare Waxing Salon - SM City Bacoor","","09563797754","Lower Ground Floor, SM City Bacoor, Gen. E. Corner Tirona, Emilio Aguinaldo Hwy, Bacoor, 4102 Cavite","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–9 PM],Sunday:[10 AM–9 PM],Monday:[10 AM–9 PM],Tuesday:[10 AM–9 PM],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=492058407399479584","19","Waxing hair removal service","4.4","lay-bare.com"
"7","Tony & Jackey Salon","","0464169684","null","null","null","32","Hair salon,Service establishment","3.6","tandjsalon.com"
"8","Rmes","","","4102, 336 Molino Rd, Molino III, Bacoor, 4102 Cavite","Thursday:[8 AM–9 PM],Friday:[8 AM–9 PM],Saturday:[8 AM–9 PM],Sunday:[8 AM–9 PM],Monday:[8 AM–9 PM],Tuesday:[8 AM–9 PM],Wednesday:[8 AM–9 PM]","https://www.google.com/maps?cid=13130911445670884687","17","Hair salon","4","null"
"9","Judie And Kem Bacoor","","","Bacoor, Cavite","","https://www.google.com/maps?cid=8799324788203062074","7","Hair salon","4.3","null"
"10","Royal Flush Beauty Hub","","0465377387","Camella North Springville, 📍, Rainbow Ave, Molino III, Bacoor, Cavite","Thursday:[10 AM–8 PM],Friday:[10 AM–8 PM],Saturday:[10 AM–8 PM],Sunday:[10 AM–8 PM],Monday:[10 AM–8 PM],Tuesday:[Closed],Wednesday:[10 AM–8 PM]","https://www.google.com/maps?cid=15933519769220274683","11","Skin care clinic,Hair salon,Nail salon","3.6","null"
"11","L'ACES Aesthetic: Beauty & Wellness","","0464503761","Subdivision, Amaris Homes, Block 24 Lot 2, Robin St, 4102 Cavite","Thursday:[9 AM–9 PM],Friday:[9 AM–9 PM],Saturday:[Closed],Sunday:[9 AM–9 PM],Monday:[9 AM–9 PM],Tuesday:[9 AM–9 PM],Wednesday:[9 AM–9 PM]","https://www.google.com/maps?cid=16549743807769802624","4","Beauty salon,Hair salon","5","facebook.com"
"12","HOPE SALON & SPA","","09306605305","UNIT 2, AYR BUILDING, Molino Rd, Bacoor, 4102 Cavite","Thursday:[9 AM–11 PM],Friday:[9 AM–11 PM],Saturday:[9 AM–11 PM],Sunday:[9 AM–11 PM],Monday:[9 AM–11 PM],Tuesday:[9 AM–11 PM],Wednesday:[9 AM–11 PM]","https://www.google.com/maps?cid=10936756590997608788","6","Beauty salon","3.8","hopesalonspa.com"
"13","T&J Salon Professionals - BACOOR OTTO SHOES","tandjsalonprofessionals@bangs.com.ph","0468514613","null","null","null","12","Hair salon,Service establishment","4.9","tnjsalon.com"
