"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"1","Max's Restaurant","","09190712124","6X59+G6G, Silang, Cavite","Thursday:[9 AM–10 PM],Friday:[9 AM–10 PM],Saturday:[9 AM–10 PM],Sunday:[9 AM–10 PM],Monday:[9 AM–10 PM],Tuesday:[9 AM–10 PM],Wednesday:[9 AM–10 PM]","https://www.google.com/maps?cid=5281927949874070570","206","Filipino restaurant","3.9","maxschicken.com"
"2","Kojiro Ojiisan Food House","","09664701979","87A B Reyes, Poblacion 2, Silang, 4118 Cavite","Thursday:[12:30–7:30 PM],Friday:[12:30–7:30 PM],Saturday:[Closed],Sunday:[12:30–7:30 PM],Monday:[12:30–7:30 PM],Tuesday:[12:30–7:30 PM],Wednesday:[12:30–7:30 PM]","https://www.google.com/maps?cid=7808033780533279685","127","Japanese restaurant","4.3","business.site"
"3","WALONG RESTAURANT EVENTS & RESTO","","09167358537","San Vicente 2 BYPASS ROAD, E Emilio Aguinaldo Hwy, Silang, 4113 Cavite","Thursday:[10 AM–10 PM],Friday:[7 AM–10 PM],Saturday:[7 AM–10 PM],Sunday:[7 AM–12 AM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=12179294339718823529","18","Restaurant","4","null"
"4","La Mesa Restaurant","","09954666821","6XFF+5MX, Madlansacay St, Silang, 4118 Cavite","Thursday:[11 AM–10 PM],Friday:[11 AM–10 PM],Saturday:[11 AM–10 PM],Sunday:[11 AM–10 PM],Monday:[11 AM–10 PM],Tuesday:[11 AM–10 PM],Wednesday:[11 AM–10 PM]","https://www.google.com/maps?cid=9976392633689262407","3","Restaurant","5","business.site"
"5","Ms. Piggy's Shack","","","6XF9+PF3, Silang, Cavite","Thursday:[10 AM–8:30 PM],Friday:[10 AM–8:30 PM],Saturday:[10 AM–8:30 PM],Sunday:[10 AM–8:30 PM],Monday:[10 AM–8:30 PM],Tuesday:[10 AM–8:30 PM],Wednesday:[10 AM–8:30 PM]","https://www.google.com/maps?cid=2896630795388666102","57","Restaurant","4.7","null"
"6","Chateau Hestia","","09297113289","Purok 5, Brgy, J. Hernandez, Silang, Cavite","","https://www.google.com/maps?cid=12601135775824684407","275","Restaurant,Bed & breakfast,Deli,Event venue,Wedding venue,Wine bar","4.4","null"
"7","Tonkee restaurant","","","6X9F+849, Silang, Cavite","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–9 PM],Sunday:[10 AM–9 PM],Monday:[10 AM–9 PM],Tuesday:[10 AM–9 PM],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=5687747635216775431","1","Restaurant","4","null"
"8","Concha's Garden Café - Silang","","09325910444","62FQ+F87, Santa Rosa - Tagaytay Rd, Silang, Cavite","Thursday:[10 AM–9 PM],Friday:[9 AM–10 PM],Saturday:[7 AM–10 PM],Sunday:[7 AM–10 PM],Monday:[10 AM–9 PM],Tuesday:[10 AM–9 PM],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=9649225365989966012","348","Cafe,Breakfast restaurant","4.2","null"
"9","GREEN HOUSE RESTAURANT","","09776470749","5XV6+7X2, Emilio Aguinaldo Hwy, Lalaan 1st, Silang, 4118 Cavite","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=10792020604106675625","84","Korean restaurant","4.2","null"
"10","Kuta Balwarte Silang Cavite Branch","","09608662579","9043 Kapitan Sayas St, Silang, Cavite","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=16064951656929077017","1","Chicken restaurant","5","null"
"11","Busan Grand Station","","09753940161","J Rizal, Brgy 1, Silang, Cavite","Thursday:[2–9 PM],Friday:[2–9 PM],Saturday:[2–9 PM],Sunday:[2–9 PM],Monday:[2–9 PM],Tuesday:[2–9 PM],Wednesday:[2–9 PM]","https://www.google.com/maps?cid=15478796498469708306","53","Korean barbecue restaurant","4.2","m.facebook.com"
"12","SisigsaRada sa Silang","","09754863200","133 J Rizal, Silang, Cavite","Thursday:[11 AM–10 PM],Friday:[11 AM–10 PM],Saturday:[11 AM–10 PM],Sunday:[11 AM–10 PM],Monday:[11 AM–10 PM],Tuesday:[11 AM–10 PM],Wednesday:[11 AM–10 PM]","https://www.google.com/maps?cid=13681539740682557596","8","Restaurant","3.4","facebook.com"
"13","Adobo Kitchen","","09171093001","5XP6+RG9, Silang, Cavite","Thursday:[9 AM–9 PM],Friday:[9 AM–9 PM],Saturday:[9 AM–9 PM],Sunday:[9 AM–9 PM],Monday:[9 AM–9 PM],Tuesday:[9 AM–9 PM],Wednesday:[9 AM–9 PM]","https://www.google.com/maps?cid=15253254478059300059","9","Asian restaurant","4.3","null"
