"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"1","OYO 473 Ranchotel Drive-in","","0285488234","1, National Hi-Way, Canlalay, Biñan City Laguna, Laguna, 4024 Metro Manila","","https://www.google.com/maps?cid=12873500116828091808","86","Hotel","3.2","oyorooms.com"
"2","RedDoorz @ San Antonio Binan","","0282498745","194 Mariano Manabat St, Biñan, Laguna","","https://www.google.com/maps?cid=10857108825801998057","64","Hotel","4","null"
"3","OYO 412 Viewfort Venue","","0285488234","Km45 Governor's Dr, Carmona, 4116 Cavite","","https://www.google.com/maps?cid=18092564700699383152","11","Hotel","4.4","null"
"4","Manila Southwoods Manor","","0233829386","829R+H88, Southwoods Ave, Carmona, 4116 Cavite","","https://www.google.com/maps?cid=6204588175360117179","92","Hotel,Sports complex","3.9","manilasouthwoods.com"
"5","One Biñan Place","","0498315589","83JP+4R2, Old National Highway, Biñan, Laguna","","https://www.google.com/maps?cid=2140868985051180738","28","Hotel","4.4","null"
"6","Monti Budget Hotel","","09267609391","National Highway,Brgy, Maduya, Carmona, 4116 Cavite","","https://www.google.com/maps?cid=7612802066770020116","11","Hotel","4.5","null"
"7","The RD Plaza Hotel/Dorotea D. Manabat Enterprise Inc.","dorotea.manabat@therdplaza.com","0464092105","Governor's Dr, Carmona, Cavite","","https://www.google.com/maps?cid=16975004351702846287","30","Hotel","4.5","therdplaza.com"
"8","Asiatel Inn","","0464134619","2 Governor's Dr, Maduya, Carmona, Cavite","","https://www.google.com/maps?cid=8405918372708524848","55","Hotel","4.3","null"
"9","Meaco Royal Hotel Biñan","","","83QM+49H, Gen. M. Capinpin St, Biñan, Laguna","","https://www.google.com/maps?cid=17537827551057731631","13","Hotel","4.4","null"
"10","Jb's Transient House","","0282498745","Brgy, Blk 14 Lot 61 Amethyst St., P2 Tierra Nevada Subd, General Trias, 4107 Cavite","","https://www.google.com/maps?cid=12172223578285244701","3","Hotel","4.7","facebook.com"
"11","Southpick Resort","","0495341706","1 Tatlong Hari St, Santa Rosa, Laguna","","https://www.google.com/maps?cid=17879349977249881542","276","Resort hotel","4.4","null"
"12","Spring Plaza Hotel","","09957545689","Sampaloc, Dasmariñas, Cavite","","https://www.google.com/maps?cid=4824479493414933326","134","Hotel","3.9","facebook.com"
"13","Fernica Boarding House","","0468665461","Phase 3 B53 Lot 8, Terraverde Residences, Carmona, 4116 Cavite","","https://www.google.com/maps?cid=17340365244623490608","2","Boarding house","5","null"
"14","Chona And Christophe Guesthouse - Cavite","","09476085161","Lot 19 ,Phase 3,block 90, Parklane Subdivision ,""near general trias"", barangay, San Francisco, Dasmariñas, 4114 Cavite","","https://www.google.com/maps?cid=16611109977314608188","51","Hotel,Bed & breakfast,Guest house","4.2","null"
"15","Laguna Staycations","","09266933200","171 Pacita Ave, San Pedro, 4023 Metro Manila","","https://www.google.com/maps?cid=9649339324117906720","3","Hotel","5","null"
"16","The Palines Guesthouse","","09230881615","Dona Anastacia Reyes Avenue, Victoria Homes Subdivision, Daang Reyna, Tunasan, Muntinlupa, 1773 Metro Manila","","https://www.google.com/maps?cid=7340755481443177058","51","Hotel,Furnished apartment building,Guest house,Homestay","4.4","facebook.com"
"17","Ranchotel Tunasan, Muntinlupa","","0288613123","678 Manila S Rd, Tunasan, Muntinlupa, 1773 Metro Manila","","https://www.google.com/maps?cid=7667689331617005264","105","Hotel","3.4","null"
"18","Hotel Sogo - San Pedro","","0288082507","San Pedro Town Center Wet & Dry Market, National Road, San Antonio, San Pedro, 4023 Laguna","","https://www.google.com/maps?cid=8500810359832567754","143","Hotel","3.9","hotelsogo.com"
"19","Ranchotel Cavite","","","4107 Arnaldo Hwy, General Trias, 4107 Cavite","","https://www.google.com/maps?cid=12204633106986673397","27","Hotel","3.3","null"
"20","Asiatel Econo Hotel","","09237417092","738G+3F8, Santa Rosa - Tagaytay Rd, Pulong Santa Cruz, Santa Rosa, Laguna","","https://www.google.com/maps?cid=3080634206483434170","138","Hotel","3.6","asiatelstarosa.com"
