"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"1","Selah Lofts Pasay","reservation.selahlofts@gmail.com","09453349402","2004 - 224, David, Pasay, Metro Manila","","https://www.google.com/maps?cid=12141534899629481474","424","Hotel","3.7","selahlofts.com"
"2","Lime Resort Manila","manila@lime.ph,elnido@lime.ph,boracay@lime.ph","09701111117","Seascape Village, CCP Complex, Atang Dela Rama, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=10877224619411823160","5237","Resort hotel","4.8","lime.ph"
"3","RedDoorz @ EDSA Pasay","","0282498745","525 Epifanio de los Santos Ave, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=10387625724080278439","405","Hotel","3.6","reddoorz.com"
"4","Stone House Hotel Pasay","","0288325489","Stone House, 2231 Aurora Blvd, Malibay, Pasay, 1300 Kalakhang Maynila","","https://www.google.com/maps?cid=6913695955499564065","800","Hotel","3.8","null"
"5","Aurora Suites","","09171320630","2235 Aurora Blvd, Malibay, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=4815960324983849372","25","Hotel","4.4","null"
"6","Savoy Hotel Manila","stay@savoymanila.com,dataprotection@savoymanila.com.,dposhm@savoymanila.com,dine@savoymanila.com","0253172869","101 Andrews Ave, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=11188215638708608772","4106","Hotel","4.6","savoyhotelmanila.com.ph"
"7","Kabayan Hotel","centralreservations@legendhotels.com.ph,sales@kabayanhotel.com.ph","0287022700","423 Epifanio de los Santos Ave, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=5846970777729205198","4522","Hotel","4.3","kabayanhotel.com.ph"
"8","TRYP by Wyndham Mall of Asia Manila","","0288408000","MOA Complex, Seaside Boulevard, Corner J.W. Diokno Blvd, Pasay, 1308 Metro Manila","","https://www.google.com/maps?cid=13797307885826424344","1427","Hotel","4.3","null"
"9","Urban Travellers Hotel","","0288321644","2867 P. Zamora St, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=12279442575726978053","669","Hotel","3.7","null"
"10","Conrad Manila","","0288339999","Seaside Boulevard, Coral Way, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=17431805013382812113","8437","Hotel","4.6","hilton.com"
"11","Golden Phoenix Hotel Manila","reservations@goldenphoenixhotelmanila.com","0286832888","Oceanaire Bldg., CBP D. Macapagal, Sunrise Dr, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=3351395124084814439","2684","Hotel","4","goldenphoenixhotelmanila.com"
"12","Microtel by Wyndham Mall of Asia","accessibility@wyndham.com","0284033333","Coralway Avenue corner Seaside Boulevard Mall of Asia Complex, Pasay, 1308 Metro Manila","","https://www.google.com/maps?cid=14228031129100352875","1455","Hotel,Inn,Motel","4.3","wyndhamhotels.com"
"13","RedDoorz Near Pasay Rotonda","","0282498745","123 M. Acosta, Corner Captain Merong, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=9912357555344452224","69","Hotel","2.9","facebook.com"
"14","Holiday Inn Express Manila Newport City, an IHG Hotel","","0279088600","1 Jasmine Dr, Pasay, 1309 Metro Manila","","https://www.google.com/maps?cid=3537421969656464337","3382","Hotel,Conference center","3.9","ihg.com"
"15","Citadines Bay City Manila","","0288668100","Diosdado Macapagal Boulevard, corner Coral Way, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=4062051368416102742","1035","Serviced accommodation,Hotel","4.7","discoverasr.com"
"16","Courtyard Hotel Pasay","","09177178989","0005 buenaventura street, Aurora Blvd, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=5311354152766624338","274","Hostel","4","courtyardmanila.business.site"
"17","Lanson Place Mall of Asia, Manila","example@company.com","0277770000","Mall of Asia Complex, Blk 12 Palm Coast Avenue, cor Seaside Blvd, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=12383837992649671729","36","Hotel","4.7","lansonplace.com"
"18","Hotel101-Manila","","0285531111","EDSA Extension, Mall of Asia Complex, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=9239678128537544397","4384","Hotel","4.3","hotel101.com"
"19","Belmont Hotel Manila","info@belmontmanila.com,stay@belmontmanila.com","0253188888","Newport Blvd, Newport City, Pasay, 1309 Metro Manila","","https://www.google.com/maps?cid=7220962802912158703","4239","Hotel","4.3","belmonthotelmanila.com"
"20","Midas Hotel and Casino","info@midashotelandcasino.com,membership@midashotelandcasino.com","0279020100","2702 Roxas Blvd, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=3262670942669657643","1912","Hotel,Casino,Fine dining restaurant,Lodge","4.2","midashotelandcasino.com"
